,Komentar,Label,TOKENIZATION,STOP_REMOVAL,STEMMER,Komentar_Final
126,mentri pendidikan ko mau legalkan sek bebas jadi antar siswa siswi biar leluasa gitu pada mesum klo dah saling suka begini nih klo mentri bukan dari non muslim peraturanya menabrak sana sini pada ahirnya gaduh terus ni negara ini sama juga ga menghargai mayoritas umat islam yg didalam ajaranya berzinah itu di larang hadeeh ga dilegalkan aja tetep banyak perzinahan apalagi di legalkan ,negatif,"['mentri', 'pendidikan', 'ko', 'mau', 'legalkan', 'sek', 'bebas', 'jadi', 'hantar', 'siswa', 'siswi', 'biar', 'leluasa', 'gitu', 'pada', 'mesum', 'klo', 'dah', 'saling', 'suka', 'begini', 'nih', 'klo', 'mentri', 'bukan', 'dari', 'non', 'muslim', 'peraturanya', 'menabrak', 'sana', 'sini', 'pada', 'ahirnya', 'gaduh', 'terus', 'ni', 'negara', 'ini', 'sama', 'jga', 'ga', 'menghargai', 'mayoritas', 'umat', 'islam', 'yg', 'didalam', 'ajaranya', 'berzinah', 'itu', 'di', 'larang', 'hadeeh', 'ga', 'dilegalkan', 'aja', 'tetep', 'byk', 'perzinahan', 'apalagi', 'di', 'legalkan']","['mentri', 'pendidikan', 'ko', 'legalkan', 'sek', 'bebas', 'hantar', 'siswa', 'siswi', 'leluasa', 'gitu', 'mesum', 'dah', 'suka', 'mentri', 'non', 'muslim', 'peraturanya', 'menabrak', 'ahirnya', 'gaduh', 'negara', 'jga', 'ga', 'menghargai', 'mayoritas', 'umat', 'islam', 'didalam', 'ajaranya', 'berzinah', 'larang', 'hadeeh', 'ga', 'dilegalkan', 'tetep', 'byk', 'perzinahan', 'legalkan']","['tri', 'didik', 'ko', 'legal', 'sek', 'bebas', 'hantar', 'siswa', 'siswi', 'leluasa', 'gitu', 'mesum', 'dah', 'suka', 'tri', 'non', 'muslim', 'peraturanya', 'tabrak', 'ahirnya', 'gaduh', 'negara', 'jga', 'ga', 'harga', 'mayoritas', 'umat', 'islam', 'dalam', 'ajaranya', 'berzinah', 'larang', 'hadeeh', 'ga', 'legal', 'tetep', 'byk', 'perzinahan', 'legal']",tri didik ko legal sek bebas hantar siswa siswi leluasa gitu mesum dah suka tri non muslim peraturanya tabrak ahirnya gaduh negara jga ga harga mayoritas umat islam dalam ajaranya berzinah larang hadeeh ga legal tetep byk perzinahan legal
127,di pikir aja bag akhir gampang ke mahasiswi nya dosen nya aja dlu ngapain nyuruh buka baju ke siswi ny cureek curek jdi greget,negatif,"['di', 'fikir', 'aja', 'bag', 'akhir', 'gampang', 'ke', 'mahasiswi', 'nya', 'dosen', 'nya', 'aja', 'dlu', 'ngapain', 'nyuruh', 'buka', 'baju', 'ke', 'siswi', 'ny', 'cureek', 'curek', 'jdi', 'greget']","['fikir', 'bag', 'gampang', 'mahasiswi', 'dosen', 'dlu', 'ngapain', 'nyuruh', 'buka', 'baju', 'siswi', 'cureek', 'curek', 'jdi', 'greget']","['fikir', 'bag', 'gampang', 'mahasiswi', 'dosen', 'dlu', 'ngapain', 'nyuruh', 'buka', 'baju', 'siswi', 'cureek', 'curek', 'jdi', 'greget']",fikir bag gampang mahasiswi dosen dlu ngapain nyuruh buka baju siswi cureek curek jdi greget
128,paling haikal yg ky gitu klo duka sama suka ngapain di bagas koplak haikal,negatif,"['paling', 'haikal', 'yg', 'ky', 'gitu', 'klo', 'duka', 'sama', 'suka', 'ngapain', 'di', 'bagas', 'koplak', 'haikal']","['haikal', 'ky', 'gitu', 'duka', 'suka', 'ngapain', 'bagas', 'koplak', 'haikal']","['haikal', 'ky', 'gitu', 'duka', 'suka', 'ngapain', 'bagas', 'koplak', 'haikal']",haikal ky gitu duka suka ngapain bagas koplak haikal
129,itu perempuan gemuk itu aneh ya mau di bela hak nya kok gak mau hadeehh,negatif,"['itu', 'perempuan', 'gemuk', 'itu', 'anehny', 'ya', 'mau', 'di', 'bela', 'hak', 'nya', 'kok', 'gak', 'mau', 'hadeehh']","['perempuan', 'gemuk', 'anehny', 'bela', 'hak', 'gak', 'hadeehh']","['perempuan', 'gemuk', 'anehny', 'bela', 'hak', 'gak', 'hadeehh']",perempuan gemuk anehny bela hak gak hadeehh
130,ngotot amat ini perempuan buntelan kentut ,negatif,"['ngotot', 'amat', 'ini', 'perempuan', 'buntelan', 'kentut']","['ngotot', 'perempuan', 'buntelan', 'kentut']","['ngotot', 'perempuan', 'buntel', 'kentut']",ngotot perempuan buntel kentut
131,makanya pejabat jangan merasa berjasa hanya dengan menciptakan peraturan yang gak jelas gak mutu inilah pejabat indonesia seolah berebut menciptakan peraturan yang nyata banyak bertubrukan kuncinya semakin banyak peraturan akan semakin menciptakan akal akalan biar yg gak legal bisa seolah legal makin bokbrok ,negatif,"['makanya', 'pejabat', 'jngan', 'merasa', 'berjasa', 'cuma', 'dgn', 'menciptakan', 'peraturan', 'yg', 'gak', 'jelas', 'gak', 'mutu', 'inilah', 'pejabat', 'indonesia', 'seolah', 'berebut', 'menciptakan', 'peraturan', 'yg', 'nyata', 'byk', 'bertubrukan', 'kuncinya', 'semakin', 'byk', 'peraturan', 'akan', 'semakin', 'menciptakan', 'akal', 'akalan', 'biar', 'yg', 'gak', 'legal', 'bsa', 'seolah', 'legal', 'makin', 'bokbrok']","['pejabat', 'jngan', 'berjasa', 'menciptakan', 'peraturan', 'gak', 'gak', 'mutu', 'pejabat', 'indonesia', 'berebut', 'menciptakan', 'peraturan', 'nyata', 'byk', 'bertubrukan', 'kuncinya', 'byk', 'peraturan', 'menciptakan', 'akal', 'akalan', 'gak', 'legal', 'bsa', 'legal', 'bokbrok']","['jabat', 'jngan', 'jasa', 'cipta', 'atur', 'gak', 'gak', 'mutu', 'jabat', 'indonesia', 'rebut', 'cipta', 'atur', 'nyata', 'byk', 'tubruk', 'kunci', 'byk', 'atur', 'cipta', 'akal', 'akal', 'gak', 'legal', 'bsa', 'legal', 'bokbrok']",jabat jngan jasa cipta atur gak gak mutu jabat indonesia rebut cipta atur nyata byk tubruk kunci byk atur cipta akal akal gak legal bsa legal bokbrok
132,ya melegalkan tindakan asusila wkwkwkwkkw kacau kalau hukum dah jelas bolong nya ya harusnya gagal semi hukum ga usah nunggu revisi permen ga ada fungsi mentrinya adem bae ,negatif,"['ya', 'melegalkan', 'tindakan', 'a susila', 'wkwkwkwkkw', 'kacau', 'klw', 'hukum', 'dah', 'jelas', 'bolong', 'nya', 'ya', 'harusnya', 'gagal', 'semi', 'hukum', 'ga', 'usah', 'nunggu', 'revisi', 'permen', 'ga', 'ada', 'fungsi', 'mentrinya', 'adem', 'bae']","['melegalkan', 'tindakan', 'a susila', 'wkwkwkwkkw', 'kacau', 'klw', 'hukum', 'dah', 'bolong', 'gagal', 'semi', 'hukum', 'ga', 'nunggu', 'revisi', 'permen', 'ga', 'fungsi', 'mentrinya', 'adem', 'bae']","['legal', 'tindak', 'a susila', 'wkwkwkwkkw', 'kacau', 'klw', 'hukum', 'dah', 'bolong', 'gagal', 'semi', 'hukum', 'ga', 'nunggu', 'revisi', 'permen', 'ga', 'fungsi', 'tri', 'adem', 'bae']",legal tindak a susila wkwkwkwkkw kacau klw hukum dah bolong gagal semi hukum ga nunggu revisi permen ga fungsi tri adem bae
133,mantap babey akal sehat,positif,"['mantap', 'babey', 'akal', 'sehat']","['mantap', 'babey', 'akal', 'sehat']","['mantap', 'babey', 'akal', 'sehat']",mantap babey akal sehat
134,monafik hh ,negatif,"['monafik', 'hh']","['monafik', 'hh']","['monafik', 'hh']",monafik hh
135,segala jurus dikerahkan untuk menegakkan benang basah ,netral,"['segala', 'jurus', 'dikerahkan', 'untk', 'menegakkan', 'benang', 'basah']","['jurus', 'dikerahkan', 'untk', 'menegakkan', 'benang', 'basah']","['jurus', 'kerah', 'untk', 'tegak', 'benang', 'basah']",jurus kerah untk tegak benang basah
136,wajib revisi,positif,"['wajib', 'revisi']","['wajib', 'revisi']","['wajib', 'revisi']",wajib revisi
137,nih cwe yg gendut doyan di grepe kali ya,negatif,"['nih', 'cwe', 'yg', 'gendut', 'doyan', 'di', 'grepe', 'kali', 'ya']","['cwe', 'gendut', 'doyan', 'grepe', 'kali']","['cwe', 'gendut', 'doyan', 'grepe', 'kali']",cwe gendut doyan grepe kali
138,mantaf mbak venny pertahankan mbak apa yang menjadi prinsip perjuangan mbak dkk sudah pada titik perjuangan berdasarkan fakta lapangan yang bukan berdasarkan umpamanya umpamanya dan katanya katanya tanpa ada fakta hanya mau bertahan dengan keinginan ego pribadi saya mendukung kegigihan mbak dkk perempuan yang luar biasa bravo mbak veny dkk,negatif,"['mantaf', 'mbak', 'venny', 'pertahankan', 'mbak', 'aoa', 'yg', 'mnjdi', 'prinsip', 'perjuangan', 'mbak', 'dkk', 'sdh', 'pada', 'titik', 'perjuangan', 'berdasarkan', 'fakta', 'lapangan', 'yg', 'bukan', 'berdasarkan', 'umpamanya', 'umpamanya', 'dn', 'katanya', 'katanya', 'tanpa', 'ada', 'fakta', 'cuma', 'mau', 'bertahan', 'dgn', 'keinginan', 'ego', 'pribadi', 'aq', 'mendukung', 'kegigihan', 'mbak', 'dkk', 'perempuan', 'yg', 'luar', 'biasa', 'bravo', 'mbak', 'veny', 'dkk']","['mantaf', 'mbak', 'venny', 'pertahankan', 'mbak', 'aoa', 'mnjdi', 'prinsip', 'perjuangan', 'mbak', 'dkk', 'titik', 'perjuangan', 'berdasarkan', 'fakta', 'lapangan', 'berdasarkan', 'umpamanya', 'umpamanya', 'dn', 'fakta', 'bertahan', 'ego', 'pribadi', 'aq', 'mendukung', 'kegigihan', 'mbak', 'dkk', 'perempuan', 'bravo', 'mbak', 'veny', 'dkk']","['mantaf', 'mbak', 'venny', 'tahan', 'mbak', 'aoa', 'mnjdi', 'prinsip', 'juang', 'mbak', 'dkk', 'titik', 'juang', 'dasar', 'fakta', 'lapang', 'dasar', 'umpama', 'umpama', 'dn', 'fakta', 'tahan', 'ego', 'pribadi', 'aq', 'dukung', 'gigih', 'mbak', 'dkk', 'perempuan', 'bravo', 'mbak', 'veny', 'dkk']",mantaf mbak venny tahan mbak aoa mnjdi prinsip juang mbak dkk titik juang dasar fakta lapang dasar umpama umpama dn fakta tahan ego pribadi aq dukung gigih mbak dkk perempuan bravo mbak veny dkk
139,hahaha konyol ,negatif,"['hahaha', 'konyol']","['hahaha', 'konyol']","['hahaha', 'konyol']",hahaha konyol
140,haikal hasan kaya artisnya tvone di acara apa aja kok nara sumbernya cuma haikal hasan terus padahal orang ga ada ilmu cuma adanya provokator tukang bohong kok di jadikan artis tv besar klas tvone ,negatif,"['haikal', 'hasan', 'kaya', 'artisnya', 'tvone', 'di', 'acara', 'aoa', 'aja', 'kok', 'nara', 'sumbernya', 'cuma', 'haikal', 'hasan', 'terus', 'pada hal', 'org', 'ga', 'ada', 'ilmu', 'cuma', 'adanya', 'provokator', 'tukang', 'bohong', 'kok', 'di', 'jadikan', 'artis', 'tv', 'besar', 'klas', 'tvone']","['haikal', 'hasan', 'kaya', 'artisnya', 'tvone', 'acara', 'aoa', 'nara', 'sumbernya', 'haikal', 'hasan', 'pada hal', 'org', 'ga', 'ilmu', 'provokator', 'tukang', 'bohong', 'jadikan', 'artis', 'tv', 'klas', 'tvone']","['haikal', 'hasan', 'kaya', 'artis', 'tvone', 'acara', 'aoa', 'nara', 'sumber', 'haikal', 'hasan', 'pada hal', 'org', 'ga', 'ilmu', 'provokator', 'tukang', 'bohong', 'jadi', 'artis', 'tv', 'klas', 'tvone']",haikal hasan kaya artis tvone acara aoa nara sumber haikal hasan pada hal org ga ilmu provokator tukang bohong jadi artis tv klas tvone
141,si cewek ini agamanya apa ya kok getol rx dengan sex bebas masyaallah,negatif,"['si', 'cewek', 'ini', 'agamanya', 'aoa', 'ya', 'kok', 'getol', 'rx', 'dgn', 'sex', 'bebas', 'masyaallah']","['cewek', 'agamanya', 'aoa', 'getol', 'rx', 'sex', 'bebas', 'masyaallah']","['cewek', 'agama', 'aoa', 'getol', 'rx', 'sex', 'bebas', 'masyaallah']",cewek agama aoa getol rx sex bebas masyaallah
142,babeh haikal sedikitnya ngerti hukum luar biasa,positif,"['babeh', 'haikal', 'sedikitnya', 'ngerti', 'hukum', 'luar', 'biasa']","['babeh', 'haikal', 'ngerti', 'hukum']","['babeh', 'haikal', 'ngerti', 'hukum']",babeh haikal ngerti hukum
143,yang memgusulkan sex bebas mencermiinkan muka mesum,negatif,"['yg', 'memgusulkan', 'sex', 'bebas', 'mencermiinkan', 'muka', 'mesum']","['memgusulkan', 'sex', 'bebas', 'mencermiinkan', 'muka', 'mesum']","['memgusulkan', 'sex', 'bebas', 'mencermiinkan', 'muka', 'mesum']",memgusulkan sex bebas mencermiinkan muka mesum
144,permendikbud niatnya baik tujuannya juga baik tapi kl emang isinya masi ada yg multi tafsir harusnya di revisi emang pd dasarnya karna yg bikin manusia jg pasti bakal ada celah tp kan kita bisa buat meminimalisir kesalahannya nah sedangkan di permedikbud ini banyak bgt yg kontra dgn isinya yg artinya terlalu banyak celah yg bisa disalah artikan jadi mau saran aja yg kontra jangan suruh cabut permendikbud ini tp lbh ke arah revisi aja buat ganti frasa dsb ,positif,"['permendikbud', 'niatnya', 'bae', 'tujuannya', 'jga', 'bae', 'tapi', 'kl', 'emang', 'isinya', 'masi', 'ada', 'yg', 'multi', 'tafsir', 'harusnya', 'di', 'revisi', 'emang', 'pd', 'dasarnya', 'karna', 'yg', 'bikin', 'manusia', 'jg', 'pasti', 'bakal', 'ada', 'celah', 'tp', 'kan', 'kita', 'bsa', 'buat', 'meminimalisir', 'kesalahannya', 'nah', 'sedangkan', 'di', 'permedikbud', 'ini', 'byk', 'bgt', 'yg', 'kontra', 'dgn', 'isinya', 'yg', 'artinya', 'terlalu', 'byk', 'celah', 'yg', 'bsa', 'disalah', 'artikan', 'jadi', 'mau', 'saran', 'aja', 'yg', 'kontra', 'jngan', 'suruh', 'cabut', 'permendikbud', 'ini', 'tp', 'lbh', 'ke', 'arah', 'revisi', 'aja', 'buat', 'ganti', 'frase', 'dsb']","['permendikbud', 'niatnya', 'bae', 'tujuannya', 'jga', 'bae', 'kl', 'emang', 'isinya', 'masi', 'multi', 'tafsir', 'revisi', 'emang', 'pd', 'dasarnya', 'karna', 'manusia', 'jg', 'celah', 'tp', 'bsa', 'meminimalisir', 'kesalahannya', 'permedikbud', 'byk', 'bgt', 'kontra', 'isinya', 'byk', 'celah', 'bsa', 'disalah', 'artikan', 'saran', 'kontra', 'jngan', 'suruh', 'cabut', 'permendikbud', 'tp', 'lbh', 'arah', 'revisi', 'ganti', 'frase', 'dsb']","['permendikbud', 'niat', 'bae', 'tuju', 'jga', 'bae', 'kl', 'emang', 'isi', 'mas', 'multi', 'tafsir', 'revisi', 'emang', 'pd', 'dasar', 'karna', 'manusia', 'jg', 'celah', 'tp', 'bsa', 'meminimalisir', 'salah', 'permedikbud', 'byk', 'bgt', 'kontra', 'isi', 'byk', 'celah', 'bsa', 'salah', 'arti', 'saran', 'kontra', 'jngan', 'suruh', 'cabut', 'permendikbud', 'tp', 'lbh', 'arah', 'revisi', 'ganti', 'frase', 'dsb']",permendikbud niat bae tuju jga bae kl emang isi mas multi tafsir revisi emang pd dasar karna manusia jg celah tp bsa meminimalisir salah permedikbud byk bgt kontra isi byk celah bsa salah arti saran kontra jngan suruh cabut permendikbud tp lbh arah revisi ganti frase dsb
145,saya yakin pak nadim veni siregar kalo dinikahkan lama gak punya anak semoga paham ,negatif,"['aq', 'yakin', 'pak', 'nadim', 'veni', 'siregar', 'kalo', 'dinikahkan', 'lama', 'gak', 'punya', 'anak', 'semoga', 'faham']","['aq', 'nadim', 'veni', 'siregar', 'dinikahkan', 'gak', 'anak', 'semoga', 'faham']","['aq', 'nadim', 'veni', 'siregar', 'nikah', 'gak', 'anak', 'moga', 'faham']",aq nadim veni siregar nikah gak anak moga faham
146,ini cewek koq dungu yaakk gak ngelindungi cewek hadeuuhh maluin anak ngampuss,negatif,"['ini', 'cewek', 'koq', 'dungu', 'yaakk', 'gak', 'ngelindungi', 'cewek', 'hadeuuhh', 'maluin', 'anak', 'ngampuss']","['cewek', 'koq', 'dungu', 'yaakk', 'gak', 'ngelindungi', 'cewek', 'hadeuuhh', 'maluin', 'anak', 'ngampuss']","['cewek', 'koq', 'dungu', 'yaakk', 'gak', 'ngelindungi', 'cewek', 'hadeuuhh', 'maluin', 'anak', 'ngampuss']",cewek koq dungu yaakk gak ngelindungi cewek hadeuuhh maluin anak ngampuss
147,islam sudah jelas aturan al quran sebagai tuntunan kita ,positif,"['islam', 'sdh', 'jelas', 'aturan', 'al', 'quran', 'sebagai', 'tuntunan', 'kita']","['islam', 'aturan', 'al', 'quran', 'tuntunan']","['islam', 'atur', 'al', 'quran', 'tuntun']",islam atur al quran tuntun
148,aneeh aktifis,negatif,"['aneeh', 'aktifis']","['aneeh', 'aktifis']","['aneeh', 'aktif']",aneeh aktif
149,itu aktivis perempuan apa buzzer ya ,negatif,"['itu', 'aktifis', 'perempuan', 'aoa', 'buzzer', 'ya']","['aktifis', 'perempuan', 'aoa', 'buzzer']","['aktif', 'perempuan', 'aoa', 'buzzer']",aktif perempuan aoa buzzer
150,veni siregar munafik sekali ya tentu ada klo mahasiswi yg diminta utk buka baju oleh dosennya utk nilai,negatif,"['veni', 'siregar', 'munafik', 'sekali', 'ya', 'tentu', 'ada', 'klo', 'mahasiswi', 'yg', 'diminta', 'utk', 'buka', 'baju', 'oleh', 'dosennya', 'utk', 'nilai']","['veni', 'siregar', 'munafik', 'mahasiswi', 'buka', 'baju', 'dosennya', 'nilai']","['veni', 'siregar', 'munafik', 'mahasiswi', 'buka', 'baju', 'dosen', 'nilai']",veni siregar munafik mahasiswi buka baju dosen nilai
151,anggota dpr dari pdip to,negatif,"['anggauta', 'dpr', 'dari', 'pdip', 'to']","['anggauta', 'dpr', 'pdip', 'to']","['anggauta', 'dpr', 'pdip', 'to']",anggauta dpr pdip to
152,yang setuju indonesia jadi negara sekuler like dong ,netral,"['yg', 'setuju', 'indonesia', 'jadi', 'negara', 'sekular', 'like', 'dong']","['setuju', 'indonesia', 'negara', 'sekular', 'like']","['tuju', 'indonesia', 'negara', 'sekular', 'like']",tuju indonesia negara sekular like
153,ampun vera itu aktivis perempuan tpi kok gitu yah ,negatif,"['ampun', 'vera', 'itu', 'aktifis', 'perempuan', 'tpi', 'kok', 'gitu', 'yah']","['ampun', 'vera', 'aktifis', 'perempuan', 'tpi', 'gitu']","['ampun', 'vera', 'aktif', 'perempuan', 'tpi', 'gitu']",ampun vera aktif perempuan tpi gitu
154,perempuan itu dari hasil zina mungkin kok gak melindungi perempuan,negatif,"['perempuan', 'itu', 'dari', 'hasil', 'zinah', 'mungkin', 'kok', 'gak', 'melindungi', 'perempuan']","['perempuan', 'hasil', 'zinah', 'gak', 'melindungi', 'perempuan']","['perempuan', 'hasil', 'zinah', 'gak', 'lindung', 'perempuan']",perempuan hasil zinah gak lindung perempuan
155,haikal bikin rusak,negatif,"['haikal', 'bikin', 'rusak']","['haikal', 'rusak']","['haikal', 'rusak']",haikal rusak
156,kalau untuk langkah yg tepat untuk mnangani kekerasan seksual ya sanksinya diperberat atau diperkejam hukumannya jgn malah dilegalkan bukannya maju malah mundur ,netral,"['klw', 'untk', 'langkah', 'yg', 'tepat', 'untk', 'mnangani', 'kekerasan', 'seksual', 'ya', 'sanksinya', 'diperberat', 'atau', 'diperkejam', 'hukumannya', 'jgn', 'mlh', 'dilegalkan', 'bukannya', 'maju', 'mlh', 'mundur']","['klw', 'untk', 'langkah', 'untk', 'mnangani', 'kekerasan', 'seksual', 'sanksinya', 'diperberat', 'diperkejam', 'hukumannya', 'jgn', 'mlh', 'dilegalkan', 'maju', 'mlh', 'mundur']","['klw', 'untk', 'langkah', 'untk', 'mnangani', 'keras', 'seksual', 'sanksi', 'berat', 'kejam', 'hukum', 'jgn', 'mlh', 'legal', 'maju', 'mlh', 'mundur']",klw untk langkah untk mnangani keras seksual sanksi berat kejam hukum jgn mlh legal maju mlh mundur
157,aktivis perempuan ,netral,"['aktifis', 'perempuan']","['aktifis', 'perempuan']","['aktif', 'perempuan']",aktif perempuan
158,ini proyeknya mendikbud anggaran pendidikan sangat besar ingat itu,netral,"['ini', 'proyeknya', 'mendikbud', 'anggaran', 'pendidikan', 'amat', 'besar', 'inget', 'itu']","['proyeknya', 'mendikbud', 'anggaran', 'pendidikan', 'inget']","['proyek', 'mendikbud', 'anggar', 'didik', 'inget']",proyek mendikbud anggar didik inget
159,yg di keluarkan kemendikbud adalah undang pencegahan kekerasan seksual yaitu dgn bahasa tanpa persetujuan dr korban yg nanya klo dgn persetujuan korban boleh itu namanya sudah kena uu tindakan asusila goblog dipiara ,negatif,"['yg', 'di', 'keluarkan', 'kemendikbud', 'adalah', 'undang', 'pencegahan', 'kekerasan', 'seksual', 'yaitu', 'dgn', 'bahasa', 'tanpa', 'persetujuan', 'dr', 'korban', 'yg', 'nanya', 'klo', 'dgn', 'persetujuan', 'korban', 'boleh', 'itu', 'namanya', 'sdh', 'kena', 'uu', 'tindakan', 'a susila', 'goblog', 'dipiara']","['keluarkan', 'kemendikbud', 'undang', 'pencegahan', 'kekerasan', 'seksual', 'bahasa', 'persetujuan', 'dr', 'korban', 'nanya', 'persetujuan', 'korban', 'namanya', 'kena', 'uu', 'tindakan', 'a susila', 'goblog', 'dipiara']","['keluar', 'kemendikbud', 'undang', 'cegah', 'keras', 'seksual', 'bahasa', 'tuju', 'dr', 'korban', 'nanya', 'tuju', 'korban', 'nama', 'kena', 'uu', 'tindak', 'a susila', 'goblog', 'piara']",keluar kemendikbud undang cegah keras seksual bahasa tuju dr korban nanya tuju korban nama kena uu tindak a susila goblog piara
160,haikal hasaan manusia ngibul masih di pake tv one ,negatif,"['haikal', 'hasaan', 'manusia', 'ngibul', 'masih', 'di', 'pake', 'tv', 'one']","['haikal', 'hasaan', 'manusia', 'ngibul', 'pake', 'tv', 'one']","['haikal', 'hasaan', 'manusia', 'ngibul', 'pake', 'tv', 'one']",haikal hasaan manusia ngibul pake tv one
161,dah brpa mentri yang bikin gaduh yang satu bikin gaduh agama yang satu lagh otak pencabulan yang satu lagh otak bisnis rakyat yang di rampok haduhh ancur,negatif,"['dah', 'brpa', 'mentri', 'yg', 'bikin', 'gaduh', 'yg', 'satu', 'bikin', 'gaduh', 'agama', 'yg', 'satu', 'lagh', 'otak', 'pencabulan', 'yg', 'satu', 'lagh', 'otak', 'bisnis', 'rakyat', 'yg', 'di', 'rampok', 'haduhh', 'ancur']","['dah', 'brpa', 'mentri', 'gaduh', 'gaduh', 'agama', 'lagh', 'otak', 'pencabulan', 'lagh', 'otak', 'bisnis', 'rakyat', 'rampok', 'haduhh', 'ancur']","['dah', 'brpa', 'tri', 'gaduh', 'gaduh', 'agama', 'lagh', 'otak', 'cabul', 'lagh', 'otak', 'bisnis', 'rakyat', 'rampok', 'haduhh', 'ancur']",dah brpa tri gaduh gaduh agama lagh otak cabul lagh otak bisnis rakyat rampok haduhh ancur
162,kalau dosen buka baju mahasiswi dengan dan si mahasiswi tsb menyetujui dan tidak keberatan ya boleh boleh aja lah gak boleh nya dmn secara hukum persetujuan kedua belah pihak bisa jadi suka sama suka ,netral,"['klw', 'dosen', 'buka', 'baju', 'mahasiswi', 'dgn', 'dn', 'si', 'mahasiswi', 'tsb', 'menyetujui', 'dn', 'ndak', 'keberatan', 'ya', 'boleh', 'boleh', 'aja', 'lah', 'gak', 'boleh', 'nya', 'dmn', 'secara', 'hukum', 'persetujuan', 'kedua', 'belah', 'fihak', 'bsa', 'jadi', 'suka', 'sama', 'suka']","['klw', 'dosen', 'buka', 'baju', 'mahasiswi', 'dn', 'mahasiswi', 'tsb', 'menyetujui', 'dn', 'ndak', 'keberatan', 'gak', 'dmn', 'hukum', 'persetujuan', 'belah', 'fihak', 'bsa', 'suka', 'suka']","['klw', 'dosen', 'buka', 'baju', 'mahasiswi', 'dn', 'mahasiswi', 'tsb', 'tuju', 'dn', 'ndak', 'berat', 'gak', 'dmn', 'hukum', 'tuju', 'belah', 'fihak', 'bsa', 'suka', 'suka']",klw dosen buka baju mahasiswi dn mahasiswi tsb tuju dn ndak berat gak dmn hukum tuju belah fihak bsa suka suka
163,gk nyambung gk paham nih si veni si ibu yogya dg permasalahan keberatan mui,negatif,"['gk', 'nyambung', 'gk', 'faham', 'nih', 'si', 'veni', 'si', 'ibu', 'yogya', 'dg', 'permasalahan', 'keberatan', 'mui']","['gk', 'nyambung', 'gk', 'faham', 'veni', 'yogya', 'permasalahan', 'keberatan', 'mui']","['gk', 'nyambung', 'gk', 'faham', 'veni', 'yogya', 'masalah', 'berat', 'mui']",gk nyambung gk faham veni yogya masalah berat mui
164,sineng ngk nyambung kayaky dia setuju dg zina perempuan kok ngk pembelaan sam prermpuan parah ni betina,negatif,"['sineng', 'ngk', 'nyambung', 'kayaky', 'dia', 'setuju', 'dg', 'zinah', 'perempuan', 'kok', 'ngk', 'pembelaan', 'sam', 'prermpuan', 'parah', 'ni', 'betina']","['sineng', 'ngk', 'nyambung', 'kayaky', 'setuju', 'zinah', 'perempuan', 'ngk', 'pembelaan', 'sam', 'prermpuan', 'parah', 'betina']","['seng', 'ngk', 'nyambung', 'kayaky', 'tuju', 'zinah', 'perempuan', 'ngk', 'bela', 'sam', 'prermpuan', 'parah', 'betina']",seng ngk nyambung kayaky tuju zinah perempuan ngk bela sam prermpuan parah betina
165,pembuat permen ini betul tidak ngerti bahasa indonesia atau pura tidak ngerti ya ,negatif,"['pembuat', 'permen', 'ini', 'betul', 'ndak', 'ngerti', 'bahasa', 'indonesia', 'atau', 'pura', 'ndak', 'ngerti', 'ya']","['pembuat', 'permen', 'ndak', 'ngerti', 'bahasa', 'indonesia', 'pura', 'ndak', 'ngerti']","['buat', 'permen', 'ndak', 'ngerti', 'bahasa', 'indonesia', 'pura', 'ndak', 'ngerti']",buat permen ndak ngerti bahasa indonesia pura ndak ngerti
166,kalau suka sama suka ga ada hukuman itu tafsirnya ,netral,"['klw', 'suka', 'sama', 'suka', 'ga', 'ada', 'hukuman', 'itu', 'tafsirnya']","['klw', 'suka', 'suka', 'ga', 'hukuman', 'tafsirnya']","['klw', 'suka', 'suka', 'ga', 'hukum', 'tafsir']",klw suka suka ga hukum tafsir
167,kan jelas yg pakai jilbab dg yg lepas jilbab itu isi otaknya sangat bertolak belakang ,negatif,"['kan', 'jelas', 'yg', 'pake', 'jilbab', 'dg', 'yg', 'lepas', 'jilbab', 'itu', 'isi', 'otaknya', 'amat', 'bertolak', 'belakang']","['pake', 'jilbab', 'lepas', 'jilbab', 'isi', 'otaknya', 'bertolak']","['pake', 'jilbab', 'lepas', 'jilbab', 'isi', 'otak', 'tolak']",pake jilbab lepas jilbab isi otak tolak
168,gemes dgn argumennya ,netral,"['gemes', 'dgn', 'argumennya']","['gemes', 'argumennya']","['gemes', 'argumen']",gemes argumen
169,bodoh jika mmg frasa itu penegasan harysnya tdk memunculkan ambiguitas kan lbh jls klo dikatakan tanpa atau dgn persetujuan korban ,negatif,"['bodoh', 'jika', 'mmg', 'frase', 'itu', 'penegasan', 'harysnya', 'tdk', 'memunculkan', 'ambiguitas', 'kan', 'lbh', 'jls', 'klo', 'dikatakan', 'tanpa', 'atau', 'dgn', 'persetujuan', 'korban']","['bodoh', 'mmg', 'frase', 'penegasan', 'harysnya', 'tdk', 'memunculkan', 'ambiguitas', 'lbh', 'jls', 'persetujuan', 'korban']","['bodoh', 'mmg', 'frase', 'tegas', 'harysnya', 'tdk', 'muncul', 'ambiguitas', 'lbh', 'jls', 'tuju', 'korban']",bodoh mmg frase tegas harysnya tdk muncul ambiguitas lbh jls tuju korban
