,Komentar,Label,TOKENIZATION,STOP_REMOVAL,STEMMER,Komentar_Final
478,main tafsir,positif,"['main', 'tafsir']","['main', 'tafsir']","['main', 'tafsir']",main tafsir
479,kesan publik timbul polemik timbul prasangka tuk alih isu sdg rame,negatif,"['kesan', 'publik', 'menimbulkan', 'polemik', 'menimbulkan', 'prasangka', 'tuk', 'pengalihan', 'isu', 'sdg', 'rame']","['kesan', 'publik', 'menimbulkan', 'polemik', 'menimbulkan', 'prasangka', 'tuk', 'pengalihan', 'isu', 'sdg', 'rame']","['kesan', 'publik', 'timbul', 'polemik', 'timbul', 'prasangka', 'tuk', 'alih', 'isu', 'sdg', 'rame']",kesan publik timbul polemik timbul prasangka tuk alih isu sdg rame
480,hancur moral zinah legal,positif,"['hancur', 'moralnya', 'zinah', 'dilegalkan']","['hancur', 'moralnya', 'zinah', 'dilegalkan']","['hancur', 'moral', 'zinah', 'legal']",hancur moral zinah legal
481,abai pks,negatif,"['abaikan', 'pks']","['abaikan', 'pks']","['abai', 'pks']",abai pks
482,asalamualaikum maf permendikbudristek ditandatangani mendikbudristek frase tuju korban dalem pasal maf anda mahasiswa cium mahasiswi tutup kampus mahasiswi tuju buat tahu lai buat pelangaran tindak lanjut permendikbudristek,positif,"['asalamualaikum', 'maf', 'permendikbudristek', 'dibuat', 'ditandatangani', 'mendikbudristek', 'frase', 'persetujuan', 'korban', 'dalem', 'pasal', 'maf', 'seandainya', 'mahasiswa', 'mencium', 'mahasiswi', 'tertutup', 'kampus', 'mahasiswi', 'setuju', 'perbuatan', 'ketahuan', 'lainya', 'perbuatan', 'pelangaran', 'ditindak', 'lanjuti', 'permendikbudristek']","['asalamualaikum', 'maf', 'permendikbudristek', 'ditandatangani', 'mendikbudristek', 'frase', 'persetujuan', 'korban', 'dalem', 'pasal', 'maf', 'seandainya', 'mahasiswa', 'mencium', 'mahasiswi', 'tertutup', 'kampus', 'mahasiswi', 'setuju', 'perbuatan', 'ketahuan', 'lainya', 'perbuatan', 'pelangaran', 'ditindak', 'lanjuti', 'permendikbudristek']","['asalamualaikum', 'maf', 'permendikbudristek', 'ditandatangani', 'mendikbudristek', 'frase', 'tuju', 'korban', 'dalem', 'pasal', 'maf', 'anda', 'mahasiswa', 'cium', 'mahasiswi', 'tutup', 'kampus', 'mahasiswi', 'tuju', 'buat', 'tahu', 'lai', 'buat', 'pelangaran', 'tindak', 'lanjut', 'permendikbudristek']",asalamualaikum maf permendikbudristek ditandatangani mendikbudristek frase tuju korban dalem pasal maf anda mahasiswa cium mahasiswi tutup kampus mahasiswi tuju buat tahu lai buat pelangaran tindak lanjut permendikbudristek
483,muantab skrng main kampus aman saudara laki laki sis slama pade nga ngas gas bwahahaha,negatif,"['muantab', 'skrng', 'main', 'kampus', 'aman', 'saudara', 'laki', 'laki', 'sis', 'slama', 'pade', 'nga', 'ngas', 'gas', 'bwahahaha']","['muantab', 'skrng', 'main', 'kampus', 'aman', 'saudara', 'laki', 'laki', 'sis', 'slama', 'pade', 'nga', 'ngas', 'gas', 'bwahahaha']","['muantab', 'skrng', 'main', 'kampus', 'aman', 'saudara', 'laki', 'laki', 'sis', 'slama', 'pade', 'nga', 'ngas', 'gas', 'bwahahaha']",muantab skrng main kampus aman saudara laki laki sis slama pade nga ngas gas bwahahaha
484,inget mas tri atur hati hati kuatir jk atur tentang atur alah mk tuai adzab dunia akhirat,positif,"['inget', 'mas', 'mentri', 'aturan', 'hati', 'hati', 'kuatir', 'jk', 'aturan', 'bertentangan', 'aturan', 'alah', 'mk', 'menuai', 'adzab', 'didunia', 'akhirat']","['inget', 'mas', 'mentri', 'aturan', 'hati', 'hati', 'kuatir', 'jk', 'aturan', 'bertentangan', 'aturan', 'alah', 'mk', 'menuai', 'adzab', 'didunia', 'akhirat']","['inget', 'mas', 'tri', 'atur', 'hati', 'hati', 'kuatir', 'jk', 'atur', 'tentang', 'atur', 'alah', 'mk', 'tuai', 'adzab', 'dunia', 'akhirat']",inget mas tri atur hati hati kuatir jk atur tentang atur alah mk tuai adzab dunia akhirat
485,tuju giat esek keras pemaksan seksual iya brenti situ ga tolak pzinan paksa zan tuju ga cegah zinah tentang,positif,"['setuju', 'giatan', 'esek', 'maka', 'tu', 'kekerasan', 'pemaksan', 'seksual', 'sih', 'iya', 'brenti', 'situ', 'tu', 'ga', 'tolak', 'pzinan', 'dipaksakan', 'perzinan', 'disetujui', 'ga', 'cegah', 'zinah', 'ditentang']","['setuju', 'giatan', 'esek', 'kekerasan', 'pemaksan', 'seksual', 'iya', 'brenti', 'situ', 'ga', 'tolak', 'pzinan', 'dipaksakan', 'perzinan', 'disetujui', 'ga', 'cegah', 'zinah', 'ditentang']","['tuju', 'giat', 'esek', 'keras', 'pemaksan', 'seksual', 'iya', 'brenti', 'situ', 'ga', 'tolak', 'pzinan', 'paksa', 'zan', 'tuju', 'ga', 'cegah', 'zinah', 'tentang']",tuju giat esek keras pemaksan seksual iya brenti situ ga tolak pzinan paksa zan tuju ga cegah zinah tentang
486,dlm tuju cegah fisi tg keras seksual gak salah ayat tafsir gak tempat dlm permendikbud,negatif,"['dlm', 'tujuan', 'pencegahan', 'difinisi', 'tg', 'kekerasan', 'seksual', 'gak', 'salah', 'ayat', 'tafsir', 'gak', 'tempatnya', 'dlm', 'permendikbud']","['dlm', 'tujuan', 'pencegahan', 'difinisi', 'tg', 'kekerasan', 'seksual', 'gak', 'salah', 'ayat', 'tafsir', 'gak', 'tempatnya', 'dlm', 'permendikbud']","['dlm', 'tuju', 'cegah', 'fisi', 'tg', 'keras', 'seksual', 'gak', 'salah', 'ayat', 'tafsir', 'gak', 'tempat', 'dlm', 'permendikbud']",dlm tuju cegah fisi tg keras seksual gak salah ayat tafsir gak tempat dlm permendikbud
487,ambigu sex bebas suka suka korbanya,negatif,"['ambiguan', 'sex', 'bebas', 'suka', 'suka', 'loh', 'korbanya']","['ambiguan', 'sex', 'bebas', 'suka', 'suka', 'korbanya']","['ambigu', 'sex', 'bebas', 'suka', 'suka', 'korbanya']",ambigu sex bebas suka suka korbanya
488,bagus baik salah,positif,"['bagusnya', 'perbaiki', 'memang', 'salah']","['bagusnya', 'perbaiki', 'salah']","['bagus', 'baik', 'salah']",bagus baik salah
489,do a mu jahat rakyat indonesia,negatif,"[""do'a"", 'mu', 'jahat', 'rakyat', 'indonesia']","[""do'a"", 'mu', 'jahat', 'rakyat', 'indonesia']","['do a', 'mu', 'jahat', 'rakyat', 'indonesia']",do a mu jahat rakyat indonesia
490,umu nayla pasal boleh sex suka suka permebdikbud atur keras seksual legal perzinahan lindung perempuan jahat seksual dosen guru ustadz senior dl lingkung didik pake logika benci buta mata,positif,"['umu', 'nayla', 'pasal', 'membolehkan', 'sex', 'suka', 'suka', 'permebdikbud', 'mengatur', 'kekerasan', 'seksual', 'melegalkan', 'perzinahan', 'melindungi', 'perempuan', 'kejahatan', 'seksual', 'dosen', 'guru', 'ustadz', 'senior', 'dl', 'lingkungan', 'pendidikan', 'pake', 'logika', 'kebencian', 'membuta', 'mata']","['umu', 'nayla', 'pasal', 'membolehkan', 'sex', 'suka', 'suka', 'permebdikbud', 'mengatur', 'kekerasan', 'seksual', 'melegalkan', 'perzinahan', 'melindungi', 'perempuan', 'kejahatan', 'seksual', 'dosen', 'guru', 'ustadz', 'senior', 'dl', 'lingkungan', 'pendidikan', 'pake', 'logika', 'kebencian', 'membuta', 'mata']","['umu', 'nayla', 'pasal', 'boleh', 'sex', 'suka', 'suka', 'permebdikbud', 'atur', 'keras', 'seksual', 'legal', 'perzinahan', 'lindung', 'perempuan', 'jahat', 'seksual', 'dosen', 'guru', 'ustadz', 'senior', 'dl', 'lingkung', 'didik', 'pake', 'logika', 'benci', 'buta', 'mata']",umu nayla pasal boleh sex suka suka permebdikbud atur keras seksual legal perzinahan lindung perempuan jahat seksual dosen guru ustadz senior dl lingkung didik pake logika benci buta mata
491,gabriela indah charista dukung atur setan dalem do a umat islam,positif,"['gabriela', 'indah', 'charista', 'mendukung', 'aturan', 'setan', 'maka', 'dalem', ""do'a"", 'umat', 'islam']","['gabriela', 'indah', 'charista', 'mendukung', 'aturan', 'setan', 'dalem', ""do'a"", 'umat', 'islam']","['gabriela', 'indah', 'charista', 'dukung', 'atur', 'setan', 'dalem', 'do a', 'umat', 'islam']",gabriela indah charista dukung atur setan dalem do a umat islam
492,umu nayla wkwkw iya deh,netral,"['umu', 'nayla', 'wkwkw', 'iya', 'deh']","['umu', 'nayla', 'wkwkw', 'iya', 'deh']","['umu', 'nayla', 'wkwkw', 'iya', 'deh']",umu nayla wkwkw iya deh
493,marak urus tentang bngt coba terap kena tangkap,negatif,"['marak', 'bikin', 'urusan', 'ditentang', 'bngt', 'coba', 'diterapkan', 'kena', 'tangkap']","['marak', 'urusan', 'ditentang', 'bngt', 'coba', 'diterapkan', 'kena', 'tangkap']","['marak', 'urus', 'tentang', 'bngt', 'coba', 'terap', 'kena', 'tangkap']",marak urus tentang bngt coba terap kena tangkap
494,indra menrisek permen anehny mesti permen didik nasional maju cerdas rata wilayah indonesia,positif,"['indra', 'menrisek', 'bikin', 'permen', 'anehny', 'mestinya', 'bikin', 'permen', 'pendidikan', 'nasional', 'maju', 'cerdas', 'merata', 'wilayah', 'indonesia']","['indra', 'menrisek', 'permen', 'anehny', 'mestinya', 'permen', 'pendidikan', 'nasional', 'maju', 'cerdas', 'merata', 'wilayah', 'indonesia']","['indra', 'menrisek', 'permen', 'anehny', 'mesti', 'permen', 'didik', 'nasional', 'maju', 'cerdas', 'rata', 'wilayah', 'indonesia']",indra menrisek permen anehny mesti permen didik nasional maju cerdas rata wilayah indonesia
495,legal permendikbudristek ranah tangan tindak a susila keras seksual a susila tuju belah atur tangan,netral,"['dilegalkan', 'permendikbudristek', 'memang', 'ranahnya', 'menangani', 'tindakan', 'a susila', 'kekerasan', 'seksual', 'a susila', 'kan', 'persetujuan', 'belah', 'peraturan', 'menangani']","['dilegalkan', 'permendikbudristek', 'ranahnya', 'menangani', 'tindakan', 'a susila', 'kekerasan', 'seksual', 'a susila', 'persetujuan', 'belah', 'peraturan', 'menangani']","['legal', 'permendikbudristek', 'ranah', 'tangan', 'tindak', 'a susila', 'keras', 'seksual', 'a susila', 'tuju', 'belah', 'atur', 'tangan']",legal permendikbudristek ranah tangan tindak a susila keras seksual a susila tuju belah atur tangan
496,julidz atur saudara laki laki tahu zinah hukum indonesia salah laku ikat kawin gak laku dua single delik adu proses adu suami isteri alias pasang syah salah laku tera pasal kuhp,positif,"['julidz', 'peraturan', 'saudara', 'laki', 'laki', 'setahu', 'zinah', 'hukum', 'indonesia', 'salah', 'pelakunya', 'terikat', 'perkawinan', 'gak', 'berlaku', 'duanya', 'single', 'delik', 'aduan', 'proses', 'pengaduan', 'suami', 'isteri', 'alias', 'pasangan', 'syah', 'salah', 'pelaku', 'tertera', 'pasal', 'kuhp']","['julidz', 'peraturan', 'saudara', 'laki', 'laki', 'setahu', 'zinah', 'hukum', 'indonesia', 'salah', 'pelakunya', 'terikat', 'perkawinan', 'gak', 'berlaku', 'duanya', 'single', 'delik', 'aduan', 'proses', 'pengaduan', 'suami', 'isteri', 'alias', 'pasangan', 'syah', 'salah', 'pelaku', 'tertera', 'pasal', 'kuhp']","['julidz', 'atur', 'saudara', 'laki', 'laki', 'tahu', 'zinah', 'hukum', 'indonesia', 'salah', 'laku', 'ikat', 'kawin', 'gak', 'laku', 'dua', 'single', 'delik', 'adu', 'proses', 'adu', 'suami', 'isteri', 'alias', 'pasang', 'syah', 'salah', 'laku', 'tera', 'pasal', 'kuhp']",julidz atur saudara laki laki tahu zinah hukum indonesia salah laku ikat kawin gak laku dua single delik adu proses adu suami isteri alias pasang syah salah laku tera pasal kuhp
497,julidz rancang kuhp luas atur zinah bentuk tahu kuhp pasal teman teman sekulib protes cpt sahkan atur permendikbud gak ribut kaum kons kaum islamis gak capek ribut melulu,positif,"['julidz', 'rancangan', 'kuhp', 'perluasan', 'aturan', 'zinah', 'bentuk', 'nya', 'setahu', 'kuhp', 'pasal', 'teman', 'teman', 'sekulib', 'protes', 'cpt', 'sahkan', 'aturan', 'permendikbud', 'gak', 'ribut', 'kaum', 'kons', 'kaum', 'islamis', 'gak', 'capek', 'ribut', 'melulu']","['julidz', 'rancangan', 'kuhp', 'perluasan', 'aturan', 'zinah', 'bentuk', 'setahu', 'kuhp', 'pasal', 'teman', 'teman', 'sekulib', 'protes', 'cpt', 'sahkan', 'aturan', 'permendikbud', 'gak', 'ribut', 'kaum', 'kons', 'kaum', 'islamis', 'gak', 'capek', 'ribut', 'melulu']","['julidz', 'rancang', 'kuhp', 'luas', 'atur', 'zinah', 'bentuk', 'tahu', 'kuhp', 'pasal', 'teman', 'teman', 'sekulib', 'protes', 'cpt', 'sahkan', 'atur', 'permendikbud', 'gak', 'ribut', 'kaum', 'kons', 'kaum', 'islamis', 'gak', 'capek', 'ribut', 'melulu']",julidz rancang kuhp luas atur zinah bentuk tahu kuhp pasal teman teman sekulib protes cpt sahkan atur permendikbud gak ribut kaum kons kaum islamis gak capek ribut melulu
498,akhsan andi bang pasal zan ikat prostitusi lap lindung anak korbanya mas bawah umur nasional single propinsi kota hukumanya denda penjara iya nanangin tindak a susila zinah nangin keras seksual korban dalem paksan mikir legalin zinah konteks beda zinah gabisa single agama larang tau ngelarang zinah atur agama islam maksud ketentuanya islam gatau agama ngelarang beda konsep,negatif,"['akhsan', 'andi', 'bang', 'pasal', 'perzinan', 'terikat', 'prostitusi', 'berlapis', 'perlindungan', 'anak', 'korbanya', 'masi', 'dibawah', 'umur', 'nasional', 'single', 'propinsi', 'kota', 'hukumanya', 'denda', 'penjara', 'iya', 'nanangin', 'tindakan', 'a susila', 'zinah', 'nangin', 'kekerasan', 'seksual', 'korban', 'dalem', 'paksan', 'mikir', 'legalin', 'zinah', 'konteksnya', 'beda', 'zinah', 'gabisa', 'single', 'agama', 'larangan', 'setau', 'ngelarang', 'zinah', 'peraturan', 'agama', 'islam', 'maksudnya', 'ketentuanya', 'islam', 'gatau', 'agama', 'ngelarang', 'beda', 'konsepnya']","['akhsan', 'andi', 'bang', 'pasal', 'perzinan', 'terikat', 'prostitusi', 'berlapis', 'perlindungan', 'anak', 'korbanya', 'masi', 'dibawah', 'umur', 'nasional', 'single', 'propinsi', 'kota', 'hukumanya', 'denda', 'penjara', 'iya', 'nanangin', 'tindakan', 'a susila', 'zinah', 'nangin', 'kekerasan', 'seksual', 'korban', 'dalem', 'paksan', 'mikir', 'legalin', 'zinah', 'konteksnya', 'beda', 'zinah', 'gabisa', 'single', 'agama', 'larangan', 'setau', 'ngelarang', 'zinah', 'peraturan', 'agama', 'islam', 'maksudnya', 'ketentuanya', 'islam', 'gatau', 'agama', 'ngelarang', 'beda', 'konsepnya']","['akhsan', 'andi', 'bang', 'pasal', 'zan', 'ikat', 'prostitusi', 'lap', 'lindung', 'anak', 'korbanya', 'mas', 'bawah', 'umur', 'nasional', 'single', 'propinsi', 'kota', 'hukumanya', 'denda', 'penjara', 'iya', 'nanangin', 'tindak', 'a susila', 'zinah', 'nangin', 'keras', 'seksual', 'korban', 'dalem', 'paksan', 'mikir', 'legalin', 'zinah', 'konteks', 'beda', 'zinah', 'gabisa', 'single', 'agama', 'larang', 'tau', 'ngelarang', 'zinah', 'atur', 'agama', 'islam', 'maksud', 'ketentuanya', 'islam', 'gatau', 'agama', 'ngelarang', 'beda', 'konsep']",akhsan andi bang pasal zan ikat prostitusi lap lindung anak korbanya mas bawah umur nasional single propinsi kota hukumanya denda penjara iya nanangin tindak a susila zinah nangin keras seksual korban dalem paksan mikir legalin zinah konteks beda zinah gabisa single agama larang tau ngelarang zinah atur agama islam maksud ketentuanya islam gatau agama ngelarang beda konsep
499,akhsan andi iya nasional atur propinsi kota ambil contoh tangsel kota ga salah kena denda juta tahu a susila kamar penjara ulang surat perjanjianya,positif,"['akhsan', 'andi', 'iya', 'nasional', 'peraturan', 'propinsi', 'kota', 'ambil', 'contoh', 'ditangsel', 'kota', 'ga', 'salah', 'kena', 'denda', 'juta', 'ketahuan', 'membuat', 'a susila', 'dikamar', 'penjara', 'berulang', 'surat', 'perjanjianya']","['akhsan', 'andi', 'iya', 'nasional', 'peraturan', 'propinsi', 'kota', 'ambil', 'contoh', 'ditangsel', 'kota', 'ga', 'salah', 'kena', 'denda', 'juta', 'ketahuan', 'a susila', 'dikamar', 'penjara', 'berulang', 'surat', 'perjanjianya']","['akhsan', 'andi', 'iya', 'nasional', 'atur', 'propinsi', 'kota', 'ambil', 'contoh', 'tangsel', 'kota', 'ga', 'salah', 'kena', 'denda', 'juta', 'tahu', 'a susila', 'kamar', 'penjara', 'ulang', 'surat', 'perjanjianya']",akhsan andi iya nasional atur propinsi kota ambil contoh tangsel kota ga salah kena denda juta tahu a susila kamar penjara ulang surat perjanjianya
500,iya gantung daerah atur tindak a susila gak daerah atur daerah mayoritas muslim tahu iya ralat salah permendikbud islamis tuju keras seksual buat benar maksud permendikbud celah permendikbud manfatkan maf maf ayam kampus legal standing,positif,"['iya', 'tergantung', 'daerah', 'nya', 'mengatur', 'tindakan', 'a susila', 'masalahnya', 'kan', 'gak', 'daerah', 'mengatur', 'daerah', 'mayoritas', 'muslim', 'setahu', 'iya', 'ralat', 'salah', 'permendikbud', 'islamis', 'setuju', 'kekerasan', 'seksual', 'perbuatan', 'benarkan', 'maksud', 'permendikbud', 'melihat', 'celah', 'permendikbud', 'manfatkan', 'maf', 'maf', 'ayam', 'kampus', 'legal', 'standing']","['iya', 'tergantung', 'daerah', 'mengatur', 'tindakan', 'a susila', 'gak', 'daerah', 'mengatur', 'daerah', 'mayoritas', 'muslim', 'setahu', 'iya', 'ralat', 'salah', 'permendikbud', 'islamis', 'setuju', 'kekerasan', 'seksual', 'perbuatan', 'benarkan', 'maksud', 'permendikbud', 'celah', 'permendikbud', 'manfatkan', 'maf', 'maf', 'ayam', 'kampus', 'legal', 'standing']","['iya', 'gantung', 'daerah', 'atur', 'tindak', 'a susila', 'gak', 'daerah', 'atur', 'daerah', 'mayoritas', 'muslim', 'tahu', 'iya', 'ralat', 'salah', 'permendikbud', 'islamis', 'tuju', 'keras', 'seksual', 'buat', 'benar', 'maksud', 'permendikbud', 'celah', 'permendikbud', 'manfatkan', 'maf', 'maf', 'ayam', 'kampus', 'legal', 'standing']",iya gantung daerah atur tindak a susila gak daerah atur daerah mayoritas muslim tahu iya ralat salah permendikbud islamis tuju keras seksual buat benar maksud permendikbud celah permendikbud manfatkan maf maf ayam kampus legal standing
501,udahlah gak debatin gak ngubah posisi belah lihat twiter uji materi permendikbud ma iya lihat depa,positif,"['udahlah', 'gak', 'debatin', 'gak', 'ngubah', 'posisi', 'belah', 'lihat', 'twiter', 'pengujian', 'materi', 'permendikbud', 'ma', 'iya', 'lihat', 'kedepanya']","['udahlah', 'gak', 'debatin', 'gak', 'ngubah', 'posisi', 'belah', 'lihat', 'twiter', 'pengujian', 'materi', 'permendikbud', 'ma', 'iya', 'lihat', 'kedepanya']","['udahlah', 'gak', 'debatin', 'gak', 'ngubah', 'posisi', 'belah', 'lihat', 'twiter', 'uji', 'materi', 'permendikbud', 'ma', 'iya', 'lihat', 'depa']",udahlah gak debatin gak ngubah posisi belah lihat twiter uji materi permendikbud ma iya lihat depa
502,akai ondom elalu,netral,"['akai', 'ondom', 'elalu']","['akai', 'ondom', 'elalu']","['akai', 'ondom', 'elalu']",akai ondom elalu
503,ngak tindak pemendikbud tindak kuhp pasal,negatif,"['ngak', 'ditindak', 'pemendikbud', 'tindak', 'kuhp', 'pasal']","['ngak', 'ditindak', 'pemendikbud', 'tindak', 'kuhp', 'pasal']","['ngak', 'tindak', 'pemendikbud', 'tindak', 'kuhp', 'pasal']",ngak tindak pemendikbud tindak kuhp pasal
504,sus tri andarwati mekanisme hukum payung hukum gk jerat laku tindak a susila,positif,"['susi', 'tri', 'andarwati', 'mekanisme', 'hukum', 'kan', 'payung', 'hukum', 'gk', 'sih', 'menjerat', 'pelaku', 'tindakan', 'a susila']","['susi', 'tri', 'andarwati', 'mekanisme', 'hukum', 'payung', 'hukum', 'gk', 'menjerat', 'pelaku', 'tindakan', 'a susila']","['sus', 'tri', 'andarwati', 'mekanisme', 'hukum', 'payung', 'hukum', 'gk', 'jerat', 'laku', 'tindak', 'a susila']",sus tri andarwati mekanisme hukum payung hukum gk jerat laku tindak a susila
505,julidz sebut kuhp pasal,negatif,"['julidz', 'sebutkan', 'kuhp', 'pasal']","['julidz', 'sebutkan', 'kuhp', 'pasal']","['julidz', 'sebut', 'kuhp', 'pasal']",julidz sebut kuhp pasal
506,sus tri andarwati itu rancang bu syah suruh teman teman sekulib protes kuhp cpt syah muncul atur atur permendikbud gak muncul polemik kaum sekulib kaum islamis,positif,"['susi', 'tri', 'andarwati', 'itukan', 'rancangan', 'bu', 'syah', 'kan', 'suruh', 'teman', 'teman', 'ibu', 'sekulib', 'protes', 'kuhp', 'cpt', 'syah', 'kan', 'muncul', 'peraturan', 'peraturan', 'permendikbud', 'gak', 'memunculkan', 'polemik', 'kaum', 'sekulib', 'kaum', 'islamis']","['susi', 'tri', 'andarwati', 'itukan', 'rancangan', 'bu', 'syah', 'suruh', 'teman', 'teman', 'sekulib', 'protes', 'kuhp', 'cpt', 'syah', 'muncul', 'peraturan', 'peraturan', 'permendikbud', 'gak', 'memunculkan', 'polemik', 'kaum', 'sekulib', 'kaum', 'islamis']","['sus', 'tri', 'andarwati', 'itu', 'rancang', 'bu', 'syah', 'suruh', 'teman', 'teman', 'sekulib', 'protes', 'kuhp', 'cpt', 'syah', 'muncul', 'atur', 'atur', 'permendikbud', 'gak', 'muncul', 'polemik', 'kaum', 'sekulib', 'kaum', 'islamis']",sus tri andarwati itu rancang bu syah suruh teman teman sekulib protes kuhp cpt syah muncul atur atur permendikbud gak muncul polemik kaum sekulib kaum islamis
507,akhsan andi teman,netral,"['akhsan', 'andi', 'teman']","['akhsan', 'andi', 'teman']","['akhsan', 'andi', 'teman']",akhsan andi teman
508,sus tri andarwati gak teman teman sekulib oke bu rkuhp jalan tekan,positif,"['susi', 'tri', 'andarwati', 'ibu', 'gak', 'teman', 'teman', 'sekulib', 'oke', 'bu', 'rkuhp', 'jalan', 'tekanan']","['susi', 'tri', 'andarwati', 'gak', 'teman', 'teman', 'sekulib', 'oke', 'bu', 'rkuhp', 'jalan', 'tekanan']","['sus', 'tri', 'andarwati', 'gak', 'teman', 'teman', 'sekulib', 'oke', 'bu', 'rkuhp', 'jalan', 'tekan']",sus tri andarwati gak teman teman sekulib oke bu rkuhp jalan tekan
509,akhsan andi sekulib kuhp aju perintah perintah lindung negara buat zinah mendikbud dukung perintah nama bantu presiden ga klausal mendikbud legal zinah,positif,"['akhsan', 'andi', 'sekulib', 'kuhp', 'mengajukan', 'kan', 'pemerintah', 'pemerintah', 'melindungi', 'negaranya', 'berbuat', 'zinah', 'mendikbud', 'mendukung', 'pemerintah', 'namanya', 'pembantu', 'presiden', 'ga', 'klausal', 'mendikbud', 'melegalkan', 'zinah']","['akhsan', 'andi', 'sekulib', 'kuhp', 'mengajukan', 'pemerintah', 'pemerintah', 'melindungi', 'negaranya', 'berbuat', 'zinah', 'mendikbud', 'mendukung', 'pemerintah', 'namanya', 'pembantu', 'presiden', 'ga', 'klausal', 'mendikbud', 'melegalkan', 'zinah']","['akhsan', 'andi', 'sekulib', 'kuhp', 'aju', 'perintah', 'perintah', 'lindung', 'negara', 'buat', 'zinah', 'mendikbud', 'dukung', 'perintah', 'nama', 'bantu', 'presiden', 'ga', 'klausal', 'mendikbud', 'legal', 'zinah']",akhsan andi sekulib kuhp aju perintah perintah lindung negara buat zinah mendikbud dukung perintah nama bantu presiden ga klausal mendikbud legal zinah
510,sus tri andarwati nama rkuhp sahkan gak ikat komentar olah rkuhp pasal jerat laku perzinahan ikat kawin single,positif,"['susi', 'tri', 'andarwati', 'namanya', 'rkuhp', 'sahkan', 'gak', 'mengikat', 'komentar', 'olah', 'rkuhp', 'pasal', 'menjerat', 'pelaku', 'perzinahan', 'terikat', 'perkawinan', 'single']","['susi', 'tri', 'andarwati', 'namanya', 'rkuhp', 'sahkan', 'gak', 'mengikat', 'komentar', 'olah', 'rkuhp', 'pasal', 'menjerat', 'pelaku', 'perzinahan', 'terikat', 'perkawinan', 'single']","['sus', 'tri', 'andarwati', 'nama', 'rkuhp', 'sahkan', 'gak', 'ikat', 'komentar', 'olah', 'rkuhp', 'pasal', 'jerat', 'laku', 'perzinahan', 'ikat', 'kawin', 'single']",sus tri andarwati nama rkuhp sahkan gak ikat komentar olah rkuhp pasal jerat laku perzinahan ikat kawin single
511,akhsan andi iya rubah kenyat perintah aju usaha selesai kuhpnya perintah usaha melundungi negara buat zinah trus hubunganya permendikbud dilegalkanya zinah permendikbud zinah larang larang zinah sat syah permendikbud,negatif,"['akhsan', 'andi', 'iya', 'merubah', 'kenyatan', 'pemerintah', 'mengajukan', 'berusaha', 'selesainya', 'kuhpnya', 'pemerintah', 'berusaha', 'melundungi', 'negaranya', 'berbuat', 'zinah', 'kan', 'trus', 'hubunganya', 'permendikbud', 'dilegalkanya', 'zinah', 'permendikbud', 'zinah', 'dilarang', 'melarang', 'zinah', 'sat', 'disyahkan', 'permendikbud']","['akhsan', 'andi', 'iya', 'merubah', 'kenyatan', 'pemerintah', 'mengajukan', 'berusaha', 'selesainya', 'kuhpnya', 'pemerintah', 'berusaha', 'melundungi', 'negaranya', 'berbuat', 'zinah', 'trus', 'hubunganya', 'permendikbud', 'dilegalkanya', 'zinah', 'permendikbud', 'zinah', 'dilarang', 'melarang', 'zinah', 'sat', 'disyahkan', 'permendikbud']","['akhsan', 'andi', 'iya', 'rubah', 'kenyat', 'perintah', 'aju', 'usaha', 'selesai', 'kuhpnya', 'perintah', 'usaha', 'melundungi', 'negara', 'buat', 'zinah', 'trus', 'hubunganya', 'permendikbud', 'dilegalkanya', 'zinah', 'permendikbud', 'zinah', 'larang', 'larang', 'zinah', 'sat', 'syah', 'permendikbud']",akhsan andi iya rubah kenyat perintah aju usaha selesai kuhpnya perintah usaha melundungi negara buat zinah trus hubunganya permendikbud dilegalkanya zinah permendikbud zinah larang larang zinah sat syah permendikbud
512,sus tri andarwati ikat salah laku ikat kawin delik adu proses pasang syah salah laku ngadu,negatif,"['susi', 'tri', 'andarwati', 'sih', 'mengikat', 'salah', 'pelakunya', 'terikat', 'perkawinan', 'delik', 'aduan', 'proses', 'pasangan', 'syah', 'salah', 'pelaku', 'ngadu']","['susi', 'tri', 'andarwati', 'mengikat', 'salah', 'pelakunya', 'terikat', 'perkawinan', 'delik', 'aduan', 'proses', 'pasangan', 'syah', 'salah', 'pelaku', 'ngadu']","['sus', 'tri', 'andarwati', 'ikat', 'salah', 'laku', 'ikat', 'kawin', 'delik', 'adu', 'proses', 'pasang', 'syah', 'salah', 'laku', 'ngadu']",sus tri andarwati ikat salah laku ikat kawin delik adu proses pasang syah salah laku ngadu
